tstamp tipo nbytes
13341.80002 read 111
13353.80261 read 137
13354.8017 read 486
13370.03994 write 1952
13372.71018 read 136
13374.18746 read 129
13374.82362 read 4425
13386.09867 read 130
13393.15646 write 3973
13396.89459 read 580
13399.93252 write 235
13407.37629 read 523
13429.99306 read 112
13434.93981 read 4078
13441.20968 read 119
13443.94962 read 134
13446.72294 read 112
13450.25523 write 2532
13452.90139 write 254
13479.48137 read 473
13482.33621 read 1090
13484.7519 write 273
13489.69913 read 567
13494.18173 write 3866
13494.59598 read 3840
13495.29796 read 133
13529.35951 write 2074
13530.66651 read 560
13535.99853 read 125
13545.87831 read 482
13546.75147 read 451
13554.21499 read 140
13554.88254 read 4482
13568.87918 read 148
13571.82812 read 557
13578.41364 read 982
13584.87793 read 126
13594.02672 write 4133
13607.37077 read 108
13609.35867 write 1985
13615.20252 read 4722
13632.57864 write 245
13632.79213 read 546
13633.62674 read 128
13646.77227 read 140
13651.33467 read 524
13658.6513 read 524
13675.21973 read 4157
13679.14508 read 121
13688.25072 read 868
13689.60369 write 2010
13692.72426 write 4182
13698.96268 read 135
13700.47217 read 1085
13706.91896 read 541
13718.04927 write 297
13718.42759 read 549
13720.66541 write 234
13734.54082 read 3956
13738.51114 write 258
13746.28016 read 116
13747.15103 read 106
13749.68517 read 1003
13768.81066 write 2204
13774.59385 read 531
13779.59863 write 275
13781.18263 read 1075
13792.16722 write 4059
13792.51266 read 4164
13798.28286 write 256
13799.76229 read 150
13804.85011 read 101
13823.78663 read 114
13826.91718 read 527
13827.2505 write 231
13843.32343 read 539
13843.35943 write 276
13845.41929 read 548
13848.93734 write 2037
13853.24384 read 4173
13853.29391 write 228
13871.4318 read 106
13872.73169 write 261
13877.31108 read 141
13892.72819 write 4006
13904.02459 read 552
13908.37777 write 214
13914.38902 read 3757
13917.75216 read 133
13922.80254 read 1081
13928.77823 write 229
13929.1655 write 1793
13931.2875 read 137
13935.00045 read 105
13943.94244 write 252
13957.73863 read 126
13958.75708 read 144
13963.27098 read 126
13965.00983 write 261
13974.51032 read 4653
13974.61352 read 1037
13977.3972 read 132
13982.52182 read 507
13986.94909 read 1033
13992.33266 write 4382
13995.02674 read 997
13999.27281 read 124
14001.13109 write 287
14006.75458 read 492
14007.95604 read 109
14009.35649 read 474
14009.41491 write 2401
14009.67203 read 128
14019.58029 write 289
14035.04285 read 4499
14038.56066 read 525
14055.78639 read 149
14058.02971 read 148
14071.16866 read 527
14075.34814 read 521
14077.59916 read 131
14088.01879 read 147
14089.18348 write 1956
14089.48878 read 127
14090.68543 write 4133
14092.96387 read 993
14094.21915 read 3829
14096.29316 read 125
14114.71366 read 953
14121.95568 read 1001
14138.19592 read 132
14138.26545 write 274
14139.7001 read 128
14139.92709 read 141
14141.50773 read 93
14154.8296 read 3738
14170.07959 write 2229
14174.49911 read 486
14183.96573 write 241
14190.07385 write 4176
14192.27927 read 548
14196.20722 read 135
14199.17679 read 119
14199.66301 read 133
14212.42999 read 149
14214.51252 read 4465
14225.36721 read 126
14227.05769 read 126
14232.1176 read 970
14246.38148 read 899
14250.88161 write 1938
14258.93773 read 119
14273.57406 write 237
14274.82451 read 4555
14289.98549 write 4379
14293.22059 read 122
14298.2765 read 113
14301.95981 read 471
14306.4083 read 111
14313.68687 read 144
14315.80062 write 272
14320.30729 read 1014
14326.4997 write 261
14328.47323 write 2066
14331.65811 read 1058
14331.83238 read 114
14335.55825 read 4050
14339.91489 read 128
14344.63 write 260
14348.61067 write 238
14353.46361 read 130
14355.62804 write 216
14357.87709 read 511
14388.9111 write 3981
14395.8539 read 4874
14407.70065 write 2001
14408.28226 read 592
14421.5326 read 524
14422.33895 write 243
14425.05956 read 1161
14437.95812 read 124
14447.6988 read 1094
14453.92779 write 274
14454.97954 read 4202
14461.97316 read 138
14464.68106 write 260
14464.68751 read 122
14472.99039 read 997
14478.85331 read 100
14487.36014 write 2335
14487.95811 write 3998
14504.54893 read 138
14506.73177 read 1078
14514.1715 read 3900
14528.56965 read 137
14535.68658 write 240
14539.88211 read 1044
14542.41184 read 1014
14551.04276 read 149
14554.26868 read 1017
14561.62728 read 519
14565.27891 write 2278
14574.83479 read 4517
14575.43888 read 401
14578.80597 read 553
14579.86512 read 446
14581.3348 read 140
14582.59211 read 135
14584.02577 read 105
14586.25834 write 260
14588.55951 write 4062
14598.78743 write 303
14600.82785 read 536
14603.70132 write 245
14608.43505 read 509
14613.29736 write 294
14623.77656 read 124
14624.46736 read 1035
14634.73617 read 4257
14638.12315 read 970
14641.13618 write 249
14641.83508 read 558
14646.27325 write 1886
14651.53267 read 139
14659.12379 read 1020
14668.2887 read 1077
14671.34993 write 269
14686.43325 read 140
14689.105 write 3934
14694.49637 read 3937
14696.27929 read 106
14697.01104 read 148
14703.35009 read 1000
14704.77283 read 111
14707.28753 read 133
14717.90444 read 135
14725.1619 write 1801
14727.6989 read 435
14732.32701 write 264
14740.42307 read 989
14740.90477 read 120
14741.35063 read 105
14751.46617 read 94
14756.63859 read 3639
14763.30122 read 139
14770.12832 read 948
14781.79047 read 113
14781.96714 read 113
14785.51095 read 144
14785.76406 read 148
14789.87366 write 4058
14794.67989 read 158
14803.13085 write 2183
14804.49876 read 121
14811.01026 read 577
14816.65078 read 4166
14826.87042 read 454
14831.64029 read 1084
14833.69423 read 913
14839.48937 write 228
14860.02746 write 259
14875.52504 read 4453
14884.80859 write 1975
14891.66676 write 4208
14904.92525 read 132
14911.46644 write 234
14912.14407 read 129
14913.96027 read 495
14915.10661 read 1062
14923.08731 read 130
14925.41156 read 121
14926.17944 read 128
14929.93484 read 483
14934.86057 read 4549
14941.17475 write 200
14944.1869 read 432
14954.10795 read 545
14957.19978 read 418
14957.57155 read 120
14958.34054 read 524
14965.38565 write 2163
14969.01368 read 107
14991.76124 write 4209
14993.01336 read 3667
15001.51554 read 519
15002.87024 read 455
15022.72812 read 131
15023.08985 read 1004
15038.47688 read 474
15040.92902 read 1070
15043.64104 read 1050
15044.41706 read 512
15044.95564 write 216
15046.10834 write 2087
15046.74211 read 475
15048.23044 read 126
15048.64781 read 496
15050.39603 read 3583
15057.24504 read 941
15057.84399 read 505
15063.09702 write 241
15064.16642 write 261
15066.6294 read 143
15071.54449 read 498
15074.024 read 474
15080.80069 read 141
15090.55091 read 138
15092.85018 write 3941
15096.5885 read 509
15099.90602 read 127
15111.21928 read 3956
15121.41716 read 985
15123.89423 write 1795
15126.5611 read 128
15127.87159 read 1045
15143.42291 read 1022
15148.43724 read 515
15156.51881 read 118
15159.02805 read 464
15162.88306 read 536
15172.25539 read 4248
15175.04407 read 133
15192.82638 write 4063
15198.48801 read 114
15199.75529 read 575
15204.98644 read 142
15205.01343 write 1998
15208.91918 read 997
15220.23889 read 136
15220.33071 read 579
15225.83322 read 437
15227.33151 read 145
15232.72919 read 4170
15233.66161 read 111
15239.59608 read 461
15257.2236 read 142
15259.43616 read 580
15267.44513 read 126
15272.22829 read 468
15283.95515 write 2298
15289.08353 read 117
15292.6061 read 3744
15292.68521 write 3919
15294.08409 read 963
15300.42535 write 253
15306.54065 read 139
15312.32697 read 109
15317.10166 write 274
15318.55176 read 138
15320.97567 read 149
15329.66108 read 1022
15330.9248 read 495
15337.97773 read 499
15345.48927 read 453
15351.79645 read 1044
15352.20028 read 900
15352.74604 read 4056
15353.20119 read 1042
15355.08641 read 510
15357.40742 read 487
15363.49705 write 1596
15364.27895 read 123
15364.62022 read 1027
15379.9205 write 245
15391.48633 write 4419
15404.72252 read 528
15411.02157 read 4140
15419.05089 read 128
15429.93356 read 114
15441.42745 read 479
15442.14323 write 2190
15448.49232 read 523
15449.12758 read 508
15455.90726 read 960
15471.66404 read 3738
15479.35102 read 569
15490.90106 write 261
15491.292 read 135
15492.15679 write 3914
15514.2056 read 475
15522.35297 read 139
15522.66638 write 1944
15525.34807 read 936
15529.99366 read 555
15530.45911 read 3838
15535.16066 read 460
15535.80605 read 1061
15537.36516 read 109
15539.87569 read 519
15569.91443 read 470
15571.45126 read 139
15579.69889 read 139
15587.87305 read 141
15589.19465 read 4357
15592.9205 read 494
15593.19487 write 4069
15593.56931 read 471
15601.16224 read 147
15602.31357 write 2030
15604.26827 read 102
15612.50617 read 535
15621.35017 read 580
15622.37383 read 128
15627.75411 read 115
15639.27165 write 252
15648.62547 read 4448
15649.25756 read 107
15651.34345 read 126
15655.08433 write 253
15662.88591 read 141
15682.20514 write 2225
15693.23113 write 4173
15694.66919 read 122
15706.3344 read 3944
15724.14174 read 1155
15731.01744 read 1062
15744.08091 read 124
15744.47136 write 287
15749.83931 write 243
15761.43017 read 491
15762.67715 write 1496
15765.20985 read 510
15766.76449 read 147
15768.67333 read 3879
15771.78319 read 1104
15773.48392 read 1083
15786.10428 read 136
15792.90256 read 137
15794.18269 write 4423
15806.41578 write 257
15810.09149 write 240
15812.75677 read 442
15816.56804 read 519
15818.73124 write 238
15819.1571 write 237
15822.85997 read 951
15825.70551 read 543
15829.34478 read 3893
15841.98159 write 1971
15850.45095 read 1034
15874.70557 read 1170
15891.94366 read 4247
15892.71216 write 4086
15897.58752 read 136
15898.16517 read 1206
15898.30472 read 136
15899.4258 read 125
15900.26832 read 143
15901.4893 read 536
15903.44042 read 575
15912.15359 read 942
15913.47371 read 457
15918.55013 read 93
15921.51674 write 1776
15943.11363 read 125
15945.4568 write 258
15947.859 write 245
15952.93402 read 4516
15964.27905 read 486
15969.09102 read 121
15975.33512 read 116
15976.40362 read 925
15991.83309 write 3757
15992.38693 read 483
16002.65005 write 1939
16004.76954 read 113
16009.68715 read 1143
16012.39622 read 4347
16013.52325 read 468
16016.9309 read 153
16042.74146 read 570
16046.28151 read 1027
16057.34978 read 119
16064.35033 read 496
16072.4463 read 117
16072.53793 read 3781
16076.17828 read 497
16076.61445 read 124
16077.12451 read 466
16079.18914 write 295
16082.14608 write 1876
16083.21297 read 134
16083.82353 read 536
16088.83958 read 127
16090.63473 write 3963
16093.49264 write 277
16093.8668 read 117
16099.04769 read 1106
16108.88983 read 584
16133.20012 read 526
16133.75133 read 4156
16141.55653 write 262
16146.21416 read 133
16151.73829 read 1065
16158.00406 read 607
16158.43064 read 102
16162.1505 write 1710
16164.30998 read 545
16173.72877 read 125
16191.73627 write 3996
16191.8079 read 1102
16192.06673 read 145
16195.18264 read 4140
16199.52133 read 518
16201.60348 read 1001
16207.31231 read 922
16210.26212 read 148
16210.70877 read 121
16224.03893 read 129
16226.89238 read 170
16228.59592 read 141
16240.80376 write 2018
16247.64412 read 882
16252.84044 write 270
16253.74806 read 132
16254.91982 read 3716
16267.09996 read 542
16291.20379 write 4191
16302.41222 read 1044
16311.09851 read 1053
16316.61276 read 3830
16318.92914 write 242
16320.62909 write 2087
16326.29847 read 1034
16333.11217 write 271
16339.31048 write 216
16348.6484 read 108
16354.84039 write 246
16355.16402 write 276
16364.41305 read 151
16370.31234 read 567
16372.44187 read 101
16372.78943 write 285
16377.58365 read 3685
16381.12234 read 509
16391.34886 write 4087
16402.16526 write 1785
16425.66309 write 277
16439.47024 read 4207
16440.4232 write 223
16451.29632 read 116
16452.93953 read 138
16462.84951 read 507
16473.55159 read 131
16474.29153 read 110
16481.23618 write 2213
16492.31797 write 4135
16497.54267 read 4874
16500.67217 read 450
16505.07775 read 1103
16510.34234 read 537
16511.20954 read 1098
16512.50681 write 275
16518.97975 read 509
16524.91375 read 547
16530.82439 read 127
16537.06394 read 1074
16544.75017 read 453
16545.12227 read 987
16548.63002 read 104
16555.5041 read 107
16555.58802 read 542
16555.60029 write 254
16557.19376 write 243
16557.27613 read 4590
16559.41414 read 458
16560.83013 write 1925
16577.01647 read 123
16581.11815 read 588
16584.03159 read 146
16590.22931 read 1139
16592.3768 write 3917
16615.97409 read 4409
16628.27183 read 485
16634.37449 read 133
16638.14541 read 526
16640.41849 write 2067
16654.69861 read 133
16665.55792 write 228
16671.20214 read 110
16676.5007 read 3748
16688.4439 read 964
16692.33755 write 4196
16692.83228 write 256
16694.93097 write 260
16696.50055 read 1050
16697.36944 read 1149
16699.07109 read 481
16717.55931 read 495
16717.74327 write 2206
16731.42355 read 893
16736.72665 write 229
16737.03306 read 3923
16745.07946 read 142
16747.26998 write 249
16758.16811 read 393
16759.0803 read 528
16760.44311 read 126
16761.3958 read 1006
16763.71869 read 132
16764.75405 read 1110
16769.63602 read 560
16793.24652 write 4211
16795.18947 read 3648
16797.33603 write 1935
16798.70579 read 1044
16805.01849 read 124
16805.77575 read 139
16809.70494 read 123
16811.41897 read 118
16826.12779 read 124
16836.84285 read 1088
16844.47482 write 270
16851.66798 read 503
16855.36889 read 4705
16861.17462 read 146
16878.67127 write 2180
16882.16574 write 232
16889.11559 read 122
16890.64925 read 125
16892.1189 read 121
16892.8108 write 4042
16893.71498 read 1021
16897.06597 read 548
16897.06904 read 140
16899.83584 read 123
16902.84198 read 133
16915.2358 read 4391
16920.20976 read 146
16932.27835 read 916
16940.72797 read 136
16957.42869 write 2061
16959.64863 read 130
16962.83085 read 126
16962.84866 read 119
16968.84703 read 520
16969.24796 read 585
16973.06836 read 576
16974.30986 read 4297
16980.38826 read 551
16992.7187 write 4088
16997.00524 read 1163
17001.46351 read 125
17009.26168 read 492
17017.68934 read 926
17026.65879 read 145
17033.95602 read 4399
17036.7574 write 2044
17039.13786 read 149
17041.40586 read 538
17053.00357 read 560
17056.47714 write 221
17067.31642 read 542
17070.37606 read 536
17071.24872 read 144
17074.74428 read 125
17087.96142 read 499
17093.29783 write 4165
17094.3781 read 3980
17108.37659 read 145
17114.73525 read 162
17115.32861 write 2353
17119.05829 read 551
17123.23922 read 109
17126.31684 read 120
17127.99547 write 224
17128.41133 read 984
17139.06758 read 111
17152.01038 read 580
17155.54872 read 4307
17156.28063 read 126
17156.84758 read 408
17159.37582 read 552
17161.37069 read 138
17172.16291 read 113
17183.61856 read 948
17186.4088 read 528
17187.3597 write 254
17194.38861 write 3956
17195.53766 read 106
17196.72696 write 2065
17205.9746 read 121
17214.27559 read 4307
17218.98856 read 148
17220.26554 read 141
17230.73109 read 127
17232.84677 read 1037
17241.99832 read 508
17242.44944 write 260
17243.62172 read 129
17274.36117 read 3640
17275.85033 read 110
17276.25077 write 2441
17278.90485 read 538
17292.09309 read 117
17294.40331 write 4075
17314.41796 read 498
17335.4714 read 3846
17344.45138 read 980
17345.48839 read 120
17357.738 write 2297
17365.82815 read 97
17368.75899 write 268
17369.80508 read 1084
17379.00089 read 495
17382.04143 read 110
17389.43032 read 979
17394.72763 read 125
17394.96762 write 4124
17395.46853 read 3914
17412.70687 read 129
17433.68823 write 260
17435.52165 read 484
17438.0858 write 2219
17443.96726 read 994
17444.59751 read 572
17445.82586 read 108
17456.04013 read 4222
17469.60994 write 276
17496.5335 write 4105
17515.75377 read 3638
17517.9184 write 1827
17572.53051 read 144
17575.68344 read 4116
17576.43564 write 227
17584.69977 read 102
17595.30687 write 265
17595.56674 write 233
17597.7793 write 1937
17598.46989 write 4069
17607.65776 read 109
17610.01935 read 140
17629.81311 read 134
17633.90999 read 4108
17650.85118 read 123
17657.28935 read 513
17660.52579 read 446
17674.83448 read 524
17678.28365 write 1925
17692.83792 read 3845
17693.64493 read 550
17698.82727 write 4095
17719.8691 read 104
17725.38755 read 1011
17730.11323 read 139
17732.50727 read 110
17747.81473 write 240
17753.24562 read 3747
17753.9837 read 106
17755.99637 read 118
17756.50438 write 211
17758.41965 write 1996
17778.98069 read 994
17790.04771 read 490
17798.95278 write 4268
17800.41386 read 130
17801.05704 read 122
17808.53646 read 440
17812.41421 read 4276
17830.64459 read 981
17835.02808 write 267
17837.09292 read 1185
17838.06467 write 1998
17857.37937 read 511
17857.67778 read 964
17861.00203 read 486
17872.4407 read 113
17873.18598 read 4220
17875.16063 read 1027
17875.62268 read 134
17899.6718 write 4176
17906.59321 read 1018
17916.40209 write 1991
17922.86677 read 126
17926.15025 read 465
17928.64162 read 1042
17933.0756 read 3628
17934.64651 write 224
17942.33224 read 501
17946.60631 read 130
17947.59975 read 127
17948.57661 read 963
17954.79846 read 126
17956.19354 read 149
17968.17441 read 139
17977.70636 read 110
17992.45337 read 3676
17993.88004 write 294
17996.90665 write 2122
18000.91726 write 4194
18006.379 write 232
18008.23598 write 228
18026.82872 write 243
18036.31687 read 500
18038.19338 read 1090
18040.64679 read 950
18049.03981 write 230
18052.71092 read 3960
18054.91442 read 1092
18061.99462 read 136
18065.11861 write 245
18075.70694 write 2278
18077.89695 read 130
18087.9687 read 475
18098.14143 write 239
18100.67636 write 4348
18100.6998 read 109
18112.99981 read 4289
18114.19925 read 469
18121.13606 read 118
18126.1547 read 991
18128.15762 read 132
18138.43814 read 154
18147.64563 read 121
18155.68606 write 2114
18164.43167 read 147
18168.14751 read 133
18172.29774 read 4436
18176.19621 read 123
18178.60239 write 186
18189.3437 read 1135
18200.54887 write 3978
18202.34487 read 129
18204.33998 read 113
18205.765 read 447
18208.24414 read 955
18210.88622 write 232
18212.34199 read 121
18218.5032 write 278
18223.3863 read 504
18225.8637 read 605
18227.62811 read 131
18231.52768 read 3652
18233.47801 write 2006
18238.89362 read 973
18239.04979 read 138
18251.52952 read 480
18258.0668 read 116
18261.14678 read 131
18268.89122 read 153
18270.46906 read 539
18276.62929 read 132
18285.44039 read 482
18287.51394 read 126
18288.12773 read 135
18291.32801 read 4040
18297.43798 read 1066
18302.62896 write 4366
18303.22642 read 534
18306.35078 read 125
18311.35966 write 1978
18312.44806 read 105
18314.14572 read 1019
18336.44712 write 224
18337.85822 read 976
18346.25331 read 966
18352.35278 read 4458
18387.31035 write 231
18391.75296 write 2113
18397.43258 read 570
18399.36719 read 145
18402.76502 write 4032
18410.91422 read 3864
18427.10389 read 113
18427.57851 read 147
18433.01386 read 109
18433.11002 read 122
18457.84454 write 228
18459.59445 read 134
18468.24091 read 134
18469.28363 read 4168
18470.10635 read 117
18472.83532 write 1982
18473.06184 read 122
18474.69835 read 523
18480.71357 read 491
18499.65075 read 431
18502.62688 write 3979
18514.41769 read 1163
18528.02351 read 4010
18536.60006 read 117
18543.44154 read 529
18544.47618 read 138
18553.438 write 1840
18556.44126 read 490
18558.53523 read 560
18567.87527 read 134
18579.40738 read 111
18583.54297 read 487
18589.5505 read 4350
18602.77928 write 4063
18605.83466 read 140
18611.46224 read 493
18619.51453 read 145
18631.24685 read 141
18632.64519 write 1960
18632.97833 read 152
18649.09995 read 538
18650.68695 read 4194
18651.34 read 134
18659.77409 read 113
18662.12385 write 241
18702.14715 write 4202
18709.13533 read 116
18709.15244 read 3899
18710.06042 write 1816
18713.43347 read 123
18714.35227 read 616
18718.60251 read 108
18743.95253 read 583
18746.70927 write 248
18752.46394 read 496
18765.73014 read 138
18768.79171 read 4231
18774.91228 read 489
18778.80897 read 129
18779.20972 read 119
18787.69526 write 249
18789.45917 read 554
18791.15524 write 2092
18799.60057 read 1033
18800.6865 write 4163
18803.87082 read 145
18813.6144 read 139
18817.01338 read 115
18819.5433 read 520
18828.25544 read 3841
18829.76762 read 463
18843.63781 read 1097
18843.94346 read 95
18849.976 read 1027
18870.9563 write 1888
18883.76175 read 475
18883.96829 read 512
18888.71962 read 3949
18898.38349 read 117
18898.77074 write 4059
18903.18145 read 126
18910.35331 read 129
18911.05006 read 137
18942.65243 read 1117
18948.69266 write 1782
18949.68534 read 4079
18953.51374 read 523
18953.94239 read 922
18970.20991 read 531
18979.82355 read 517
18982.32163 write 331
19000.13952 write 4325
19000.85863 read 134
19001.98206 read 122
19005.84074 read 902
19006.886 write 291
19008.96544 read 4467
19018.51033 write 247
19030.50557 write 1991
19032.4991 write 254
19044.58113 write 270
19056.28905 read 539
19068.35254 read 4374
19077.73125 read 1031
19078.42208 read 431
19090.5517 read 960
19091.15753 write 238
19101.82901 write 4042
19110.31886 write 1894
19114.5967 read 133
19129.94009 read 3340
19130.07273 read 131
19147.7585 read 132
19165.99197 read 140
19177.58132 read 523
19180.07519 write 283
19182.7075 read 146
19189.79109 read 4286
19190.149 write 2167
19194.4111 read 849
19196.12914 read 141
19199.29362 write 4349
19205.74979 read 509
19206.07102 read 152
19207.41599 read 869
19212.72629 read 468
19215.14243 write 251
19242.66688 read 147
19246.77646 read 118
19249.65868 read 4201
19250.67828 read 465
19250.70101 read 450
19252.08959 write 263
19253.12334 read 139
19268.77242 read 110
19270.29973 write 2370
19274.40435 read 1038
19275.18055 write 267
19280.84847 read 143
19281.27405 read 133
19292.15214 read 585
19297.67666 read 940
19299.11047 write 4252
19300.54767 read 1049
19310.33027 read 4469
19312.3817 write 275
19322.35248 read 529
19325.3762 read 149
19331.79709 read 123
19334.00833 read 1054
19338.60841 read 133
19339.53061 read 1013
19348.56967 read 1052
19350.4445 write 2015
19354.08442 read 117
19362.42711 write 270
19369.44072 read 486
19369.6843 read 4201
19376.25117 read 996
19386.68673 read 128
19392.19188 read 1035
19396.89968 read 121
19399.45364 write 3867
19404.86829 read 516
19406.1857 read 469
19407.46489 read 132
19430.5154 read 3761
19430.64138 write 2303
19449.24568 read 137
19449.37639 read 993
19460.69875 read 112
19468.64517 write 270
19470.44405 read 1190
19475.56475 read 482
19480.45713 read 139
19487.85377 read 556
19489.36301 read 122
19490.20186 read 4262
19491.54936 read 125
19492.03242 read 490
19494.59085 read 1069
19500.18801 write 3999
19507.73147 read 508
19511.32815 write 2087
19517.24881 write 248
19518.28194 read 143
19518.62577 read 140
19518.87627 read 585
19521.22551 write 247
19548.48543 read 3461
19551.39628 read 498
19551.96523 read 959
19554.33259 read 100
19554.81529 read 142
19560.21359 read 525
19565.54702 read 1066
19566.11935 read 114
19573.10105 read 987
19578.70662 write 261
19584.61183 read 153
19590.8832 write 2191
19592.23035 read 568
19600.00385 write 4510
19602.13651 read 128
19605.76323 read 533
19608.52284 read 3817
19609.86797 read 542
19626.3363 read 1033
19635.07866 read 135
19640.87312 read 475
19659.12167 write 236
19660.83681 read 493
19662.40341 read 502
19667.68222 read 3734
19669.65952 write 2126
19676.24808 read 1015
19697.12737 read 136
19697.41707 read 111
19699.79334 write 4435
19712.64719 read 1010
19726.46528 read 4902
19735.75035 read 124
19740.81974 read 149
19741.86815 read 1112
19749.56456 write 2055
19751.62899 read 992
19752.6781 read 129
19773.16842 read 122
19776.25999 read 128
19779.4363 read 1055
19785.41863 read 3907
19786.28137 read 514
19786.47708 read 120
19799.8649 write 4414
19808.35114 read 134
19817.05101 read 1063
19820.45316 read 128
19828.9317 write 1804
19837.69676 read 143
19843.76896 read 504
19844.29601 read 3737
19845.631 read 460
19853.99329 read 1167
19854.01093 read 1044
19854.83577 write 248
19863.6052 write 228
19872.13448 read 138
19872.6037 read 1105
19872.70073 write 243
19876.98844 read 1040
19878.89144 read 123
19899.37425 write 3667
19902.87553 read 1026
19902.94728 read 3729
19908.45064 write 223
19909.14772 write 1950
19911.59093 read 530
19917.38128 write 244
19920.98997 read 587
19924.76346 read 118
19928.06628 read 1020
19937.39475 read 1040
19947.87154 write 228
19952.37075 read 975
19958.78744 read 1028
19961.33401 read 905
19961.46852 read 142
19963.78766 read 3913
19970.17613 read 881
19977.05113 read 136
19985.20464 read 970
19989.71949 write 2377
19991.2785 read 124
19992.95652 read 136
19997.80373 read 505
19998.24697 write 4107
19999.25659 read 118
20008.84521 read 137
20017.00352 read 134
20023.90439 read 3939
20035.39216 read 613
20069.53991 write 1695
20082.81841 read 503
20082.92287 read 1026
20083.76946 read 4264
20084.18032 read 128
20096.95681 read 569
20098.85972 write 3904
20099.16956 write 259
20101.77446 read 925
20102.52533 read 929
20114.87331 read 129
20125.5752 read 112
20143.50746 read 4251
20145.50951 read 121
20150.38117 write 2485
20156.53802 read 108
20180.82226 read 514
20181.27049 read 490
20199.26765 write 4263
20203.99148 write 233
20204.15744 read 4145
20207.23726 read 113
20229.18616 write 1640
20237.40903 read 976
20244.91113 write 228
20249.96863 read 508
20254.19684 read 545
20259.91659 read 141
20264.73577 read 3948
20277.05254 read 124
20277.91604 read 1047
20281.39034 read 128
20282.24548 write 286
20297.18347 write 4148
20309.41639 write 2170
20324.4453 read 4620
20328.10102 read 106
20330.45292 read 130
20332.73322 read 619
20335.23344 write 211
20347.22604 read 130
20349.50689 read 1034
20351.25353 read 141
20361.82819 read 532
20363.45178 read 124
20373.65228 read 958
20374.09836 read 1153
20383.59152 read 4624
20389.74211 write 2188
20393.36401 read 464
20396.97909 write 4136
20428.80528 read 124
20445.05045 read 4300
20446.17048 read 123
20449.20049 read 548
20464.93576 read 136
20469.00847 read 1015
20469.2599 write 2358
20474.49776 write 208
20479.22403 read 138
20485.84872 write 300
20496.47598 write 4379
20501.20878 read 1163
20504.04619 read 4169
20505.10049 read 941
20509.95021 write 282
20521.33933 read 518
20522.98589 read 517
20531.06295 read 123
20533.09443 read 962
20534.63023 read 622
20538.41769 write 274
20541.4624 read 134
20545.01698 read 576
20549.43576 write 2055
20551.09893 read 122
20564.41815 read 4245
20568.08186 read 474
20575.95112 read 643
20577.75278 read 114
20579.45337 write 244
20598.48442 write 3869
20599.46549 read 1007
20622.48659 read 448
20624.76143 read 4204
20629.81113 write 2097
20652.42348 read 133
20653.37621 read 565
20667.40735 read 133
20668.72943 read 507
20674.78374 read 145
20675.62707 read 510
20677.71257 read 847
20683.47708 write 294
20685.30831 read 4512
20687.05189 read 515
20697.94514 write 4124
20705.17058 read 1035
20707.60425 write 1658
20710.43558 read 145
20710.57807 read 140
20744.59803 read 4413
20749.31859 read 961
20755.13135 read 108
20768.95102 read 487
20769.04895 read 492
20769.77327 write 294
20776.09198 read 561
20781.62051 read 1086
20788.19891 write 1972
20792.8003 read 1032
20793.04394 write 266
20798.45638 read 1035
20798.72077 write 4023
20799.61804 read 138
20804.06053 read 4257
20818.88168 write 237
20823.10627 write 265
20823.51709 write 295
20828.05994 read 871
20837.90169 read 976
20863.53101 read 4204
20868.70683 write 1478
20882.82734 read 1075
20882.99823 read 545
20894.12329 read 122
20897.42122 write 4085
20910.85159 read 136
20916.10526 read 1173
20916.58611 read 112
20916.9801 read 114
20923.35109 read 3926
20931.87681 read 115
20940.51778 read 128
20950.08724 write 2017
20952.83872 read 124
20955.29857 write 266
20957.39167 read 131
20959.68623 read 490
20983.31458 read 3923
20983.68623 read 956
20984.40584 read 101
20997.76066 write 4044
20998.69456 write 303
21002.58601 read 123
21005.09837 write 227
21009.41066 read 406
21018.82771 write 254
21019.08076 read 1102
21027.43808 read 113
21028.29992 read 961
21031.24005 write 2121
21032.36047 read 521
21039.75277 read 497
21043.13548 read 3807
21046.67818 read 142
21049.22616 read 1054
21056.23508 read 148
21061.70817 write 276
21073.79337 write 287
21074.59202 read 154
21080.61307 read 122
21083.32124 read 135
21088.03488 read 123
21089.26793 read 1081
21096.20693 read 106
21097.62302 write 3708
21103.22918 read 4477
21108.82838 read 512
21111.01963 write 2253
21122.22995 read 133
21123.65415 read 484
21130.25474 read 557
21143.50624 read 500
21147.57929 read 1062
21149.45805 read 132
21155.96669 read 119
21156.44737 read 883
21165.54622 read 4251
21177.02053 read 1074
21181.21215 read 444
21192.12195 write 2358
21198.47501 write 4369
21202.22198 read 1025
21212.09369 read 1096
21212.1874 read 1057
21214.12358 read 121
21217.13913 write 232
21222.21549 write 255
21226.10165 read 3713
21230.30462 read 572
21243.39753 read 144
21259.6396 read 513
21263.5568 write 210
21265.0454 read 134
21271.31098 write 1724
21284.48955 read 4415
21287.14585 read 1031
21288.0335 read 132
21290.13675 read 136
21290.34386 read 136
21298.63936 write 4207
21303.87725 read 1130
21307.12038 read 1040
21309.84139 write 249
21311.60435 write 222
21312.17393 read 1066
21322.14036 read 135
21333.15064 read 137
21343.87774 read 4584
21344.28838 read 466
21347.45 read 122
21349.80901 read 133
21351.42277 write 2150
21358.35348 read 134
21362.06143 read 130
21370.50516 read 1062
21385.83279 read 498
